content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
"utk ig.live x ini sy cukup puas dgn info2 khususnya utk kesehatan mulut & gigi. durasi ig.livenya klu boleh diperpjng lg smp sktr 1 jam dong, mengingat klu dr 1 pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan2 lainnya juga bisa ikut di bahas. dgn bnyknya yg di bahas bisa menambah ""ilmu"" bg smua peserta ig.livenya, juga mgkn utk hostnya sndr. yesdok sering2 ya ngadain acara ig.live spt ini. trmksh ya yesdok, salam sehat & sukses selalu utk yesdok....",5,Positive,92,utk iglive x sy puas dgn info utk kesehatan mulut  gigi durasi iglivenya klu diperpjng lg smp sktr  jam klu dr  pertnyan peserta bahasnya memkn wkt jd berharapnya utk pertnyan bahas dgn bnyknya bahas menambah  ilmu  bg smua peserta iglivenya mgkn utk hostnya sndr yesdok sering ya ngadain acara iglive spt trmksh ya yesdok salam sehat  sukses utk yesdok ,59,utk igliv x sy pua dgn info utk kesehatan mulut gigi durasi iglivenya klu diperpjng lg smp sktr jam klu dr pertnyan peserta bahasnya memkn wkt jd berharapnya utk pertnyan baha dgn bnyknya baha menambah ilmu bg smua peserta iglivenya mgkn utk hostnya sndr yesdok sere ya ngadain acara igliv spt trmksh ya yesdok salam sehat suks utk yesdok
"siang ini ikut live instagram di yesdok dapat ilmu yang banyak banget tentang bau mulut saat berpuasa, setiap pertanyaan dijawab dengan detail dan jelas",5,Positive,25,siang live instagram yesdok ilmu bau mulut berpuasa detail,9,siang live instagram yesdok ilmu bau mulut berpuasa detail
bisa konsultasi gratis cuma dengan baca artikel. dokternya ramah dan fast respon.,5,Positive,14,konsultasi gratis baca artikel dokternya ramah fast respon,8,konsultasi grati baca artikel dokternya ramah fast respon
"sangat ramah dan sangat baik pelayanan nya, sangat memuaskan.",5,Positive,11,ramah pelayanan nya memuaskan,4,ramah pelayanan nya memuaskan
"keren apps nya, bisa konsul secara online tp seperti tatap muka langsung dengan dokternya krn via vc, dpt info pas webinar, penjelasan dokternya pada saat webinar jg mudah di pahami. overall mantap lah",5,Positive,37,keren apps nya konsul online tp tatap muka langsung dokternya krn via vc dpt info pas webinar penjelasan dokternya webinar jg mudah pahami overall mantap,25,keren app nya konsul onlin tp tatap muka langsung dokternya krn via vc dpt info pa webinar penjelasan dokternya webinar jg mudah pahami overal mantap
"webinar bersama yes dok membuka wawasan dan pengetahuan baru perihal dunia kesehatan, terutama di masa saat ini. terima kasih yes dok",5,Positive,23,webinar yes dok membuka wawasan pengetahuan perihal dunia kesehatan terima kasih yes dok,13,webinar ye dok membuka wawasan pengetahuan perih dunia kesehatan terima kasih ye dok
fast respon recommended thanks yesdok,5,Positive,5,fast respon recommended thanks yesdok,5,fast respon recommend thank yesdok
"kenal aplikasi dari webinar kantor, dengan mengangkat tema imun tubuh. pola makan 4 sehat 5 sempurna. mau nyoba ini aplikasi dulu. semoga bagus sih.",5,Positive,29,kenal aplikasi webinar kantor mengangkat tema imun tubuh pola makan  sehat  sempurna nyoba aplikasi semoga bagus,16,kenal aplikasi webinar kantor mengangkat tema imun tubuh pola makan sehat sempurna nyoba aplikasi semoga bagu
sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok,5,Positive,17,ramah pelayanannya rekomen aplikasi trimakasih yesdok,6,ramah pelayanannya rekomen aplikasi trimakasih yesdok
kenapa harus pake pin segala kan susah,2,Negative,7,pake pin susah,3,pake pin susah
leor,3,Neutral,1,leor,1,leor
sangat memuaskan,5,Positive,2,memuaskan,1,memuaskan
pengisian tanggal lahir kenapa cuma sampai tahun 2015? saya daftarkan asuranis anak jadi ga bisa,1,Negative,16,pengisian tanggal lahir   daftarkan asuranis anak ga,7,pengisian tanggal lahir daftarkan asurani anak ga
"keren banget aplikasinya. aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika wfh, suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah, sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya.",5,Positive,76,keren aplikasinya kenal aplikasi webinar angkat isu mental health wfh suka temanya relate webinar luput perhatikan mental health rumah insight praktekan persatu menjaga kesehatan mentalku pekerja kedepannya,27,keren aplikasinya kenal aplikasi webinar angkat isu mental health wfh suka temanya relat webinar luput perhatikan mental health rumah insight praktekan persatu menjaga kesehatan mentalku pekerja kedepannya
"sudah download dan mencoba konsultasi tp jaringan menyambungkan terus, padahal disini sinyal full, sudah menulis pesan tp nggk di respon sama dokternya, auto uninstall deh",1,Negative,28,download mencoba konsultasi tp jaringan menyambungkan sinyal full menulis pesan tp nggk respon dokternya auto uninstall,16,download mencoba konsultasi tp jaringan menyambungkan sinyal full menuli pesan tp nggk respon dokternya auto uninstal
menjadi mitra dokter umum konsultasi apakah bisa? syaratnya? tks,5,Positive,11,mitra dokter konsultasi  syaratnya  tks,5,mitra dokter konsultasi syaratnya tk
kok aplikasinya muter2 mulu sih di hp saya ,1,Negative,8,aplikasinya muter mulu hp,4,aplikasinya muter mulu hp
keren,5,Positive,1,keren,1,keren
"responya cepat.. dokternya juga sangat ramah, penyampaiannya juga sangat jelas.. sangat membantu sekali. trimakasih banyak dok",5,Positive,20,responya cepat  dokternya ramah penyampaiannya  membantu trimakasih dok,8,responya cepat dokternya ramah penyampaiannya membantu trimakasih dok
"udah download, cr menu belanja obat, ga ada pdhl di keterangan nya ada. auto uninstall",3,Neutral,18,udah download cr menu belanja obat ga pdhl keterangan nya auto uninstall,12,udah download cr menu belanja obat ga pdhl keterangan nya auto uninstal
bagus banget dokternya juga ramah,5,Positive,5,bagus dokternya ramah,3,bagu dokternya ramah
"tidak bisa mendownload resep, aplikasinya loading muter2 aja",1,Negative,9,mendownload resep aplikasinya loading muter aja,6,mendownload resep aplikasinya load muter aja
bagus,5,Positive,1,bagus,1,bagu
cukup puas dengan pelayanan dokter nya.dan rama juga dokter soni hartono nya,5,Positive,12,puas pelayanan dokter nyadan rama dokter soni hartono nya,9,pua pelayanan dokter nyadan rama dokter soni hartono nya
"aplikasinya sangat bagus, dan bermanfaat buat saya. cara pakainya mudah dan gak ribet. kalian wajib download ",5,Positive,19,aplikasinya bagus bermanfaat pakainya mudah gak ribet wajib download,9,aplikasinya bagu bermanfaat pakainya mudah gak ribet wajib download
paling mudah dan bener2 free untuk pertama x nya,5,Positive,9,mudah bener free x nya,5,mudah bener free x nya
"kesan pertama yang saya nilai, aplikasinya bagus, dokter yang memberikan saran pun sangat baik dan banyak memberi masukan yang positif, terima kasih yesdok",5,Positive,26,kesan nilai aplikasinya bagus dokter saran masukan positif terima kasih yesdok,11,kesan nilai aplikasinya bagu dokter saran masukan positif terima kasih yesdok
"sangat bermanfaat sekali...terimakasih yes dok....selalu dapat konsultasi geratis...terus dokter""nya sangat ramah ..",5,Positive,20,bermanfaat  terimakasih yes dok  konsultasi geratis  dokter  nya ramah ,9,bermanfaat terimakasih ye dok konsultasi gerati dokter nya ramah
"konsultasi dengan dokter oke, tapi saat akan melakukan pemesanan obat di k24 area tidak tercover , padhal saya diarea sidoarjo dan surabaya.. sekarang tau2 transaksi sudah selesai.. kecewa !",1,Negative,32,konsultasi dokter oke pemesanan obat k area tercover padhal diarea sidoarjo surabaya  tau transaksi selesai  kecewa ,16,konsultasi dokter oke pemesanan obat k area tercov padhal diarea sidoarjo surabaya tau transaksi selesai kecewa
sangat bermanfaat aplikasinya,5,Positive,3,bermanfaat aplikasinya,2,bermanfaat aplikasinya
ok good,3,Neutral,2,ok good,2,ok good
terimakasih ya..,4,Positive,3,terimakasih ya ,2,terimakasih ya
ga jls mau ke dokter mata uda nungguin tiba2 di cancel dokter tidak bisa menghubungi telek bener2 uang dipotong 10 rb malah uda 2 x jdi 20 rb aplikasi saya pantengin biar ga meleset waktunya,1,Negative,35,ga jls dokter mata uda nungguin tiba cancel dokter menghubungi telek bener uang dipotong  rb uda  x jdi  rb aplikasi pantengin biar ga meleset,24,ga jl dokter mata uda nungguin tiba cancel dokter menghubungi telek bener uang dipotong rb uda x jdi rb aplikasi pantengin biar ga meleset
terimakasih yesdok,5,Positive,2,terimakasih yesdok,2,terimakasih yesdok
aplikasi mau di buka suruh perbarui terus...gk guna,1,Negative,10,aplikasi buka suruh perbarui  gk,5,aplikasi buka suruh perbarui gk
great app,5,Positive,2,great app,2,great app
bermanfaat sekali,5,Positive,2,bermanfaat,1,bermanfaat
sangat memuaskan,5,Positive,2,memuaskan,1,memuaskan
terbaik,5,Positive,1,terbaik,1,terbaik
awalnya minta bayar 35rb. begitu di tambahkan kartu kredit malah naik jadi 70rb. gila. pemerasan kelas kakap.,1,Negative,21,bayar rb tambahkan kartu kredit rb gila pemerasan kelas kakap,10,bayar rb tambahkan kartu kredit rb gila pemerasan kela kakap
halo doktet nama saya i nyoman sunada,1,Negative,7,halo doktet nama i nyoman sunada,6,halo doktet nama i nyoman sunada
"baru mencobanya, saya harap ini bisa membantu dengan mudah ",3,Neutral,10,mencobanya harap membantu mudah,4,mencobanya harap membantu mudah
bagaimana kaiau mengikuti yes dok saya belum faham mohon d iberi tau,4,Positive,12,kaiau mengikuti yes dok faham mohon d iberi tau,9,kaiau mengikuti ye dok faham mohon d iberi tau
sayangnya gak ada dokter spesialis saraf.,2,Negative,7,sayangnya gak dokter spesialis saraf,5,sayangnya gak dokter spesiali saraf
"aplikasi ini sangat membantu sekali pas lg isoman . namun sayang sekali rekanan apotiknya k-24 sangat² buruk pengiriman obat lama , sekalinya dikirim obatnya ga sesuai pesanan . pesan 2 botol dikirim 1 botol . udh komplain dan chat k-24 tidak ada balasan . sampai saat ini dana pun belum dikembalikan. saran saya agar yesdok bekerja sama dengan banyak apotik biar ketersediaan dan pelayanan cepat . jadi customer lebih cepat dapat obatnya . terimakasih ",5,Positive,75,aplikasi membantu pas lg isoman sayang rekanan apotiknya k sangat buruk pengiriman obat sekalinya dikirim obatnya ga sesuai pesanan pesan  botol dikirim  botol udh komplain chat k balasan dana dikembalikan saran yesdok apotik biar ketersediaan pelayanan cepat customer cepat obatnya terimakasih,41,aplikasi membantu pa lg isoman sayang rekanan apotiknya k sangat buruk pengiriman obat sekalinya dikirim obatnya ga sesuai pesanan pesan botol dikirim botol udh komplain chat k balasan dana dikembalikan saran yesdok apotik biar ketersediaan pelayanan cepat custom cepat obatnya terimakasih
sangat membantu,5,Positive,2,membantu,1,membantu
"asslamualikun, apakah di yes dokter bisa membuat surat keterangan kesehatan dari dr spesialis kejiwaan?",5,Positive,16,asslamualikun yes dokter surat keterangan kesehatan dr spesialis kejiwaan ,9,asslamualikun ye dokter surat keterangan kesehatan dr spesiali kejiwaan
"perlu pengembangan lagi broh, saya tinggal di bekasi, di bekasi banyak banget apotek k24, tapi ko pengiriman obatnya dari apotek k24 semarang, ada ada aja",1,Negative,29,pengembangan broh tinggal bekasi bekasi apotek k ko pengiriman obatnya apotek k semarang aja,14,pengembangan broh tinggal bekasi bekasi apotek k ko pengiriman obatnya apotek k semarang aja
"gila lama banget beli obat di sini tebus resep katanya 3 smpe 7 hari dr tgl 6 smpai skrg blm dikrim jg obt ny,bisa mati orang kalau udah butuh obat bgd",1,Negative,33,gila beli obat tebus resep  smpe  dr tgl  smpai skrg blm dikrim jg obt ny mati orang udah butuh obat bgd,21,gila beli obat tebu resep smpe dr tgl smpai skrg blm dikrim jg obt ny mati orang udah butuh obat bgd
suka dengan yesdok ini bagus gampai pakainya,5,Positive,7,suka yesdok bagus gampai pakainya,5,suka yesdok bagu gampai pakainya
"1x coba untuk yang isoman, alhamdulillah terbantu.",5,Positive,9,x coba isoman alhamdulillah terbantu,5,x coba isoman alhamdulillah terbantu
"terimakasih dokter yes dok alhamdulillah setelah saya konsultasi akibat naafas saya yang enggap""an dan saya di suruh cek ke rsud naafas saya kembali normal, terimakasih atas sarannya dok semoga dokter sehat selalu panjang umur...",5,Positive,38,terimakasih dokter yes dok alhamdulillah konsultasi akibat naafas enggap  an suruh cek rsud naafas normal terimakasih sarannya dok semoga dokter sehat umur ,22,terimakasih dokter ye dok alhamdulillah konsultasi akibat naafa enggap an suruh cek rsud naafa normal terimakasih sarannya dok semoga dokter sehat umur
aplikasi yang sangat membantu,5,Positive,4,aplikasi membantu,2,aplikasi membantu
min tolong dong jangan 7 menit doang tambahin waktunya soalnya sangat tidal cukup jadi 15-30mnt kek,3,Neutral,16,min tolong  menit doang tambahin tidal mnt kek,8,min tolong menit doang tambahin tidal mnt kek
sangat bermanfaat dan murah meriah,5,Positive,5,bermanfaat murah meriah,3,bermanfaat murah meriah
kenapa daftar asuransi great eastern disini selalu gagal ya ? selalu muncul pesan error 'pengguna tidak di temukan',3,Neutral,19,daftar asuransi great eastern gagal ya  muncul pesan error pengguna temukan,11,daftar asuransi great eastern gagal ya muncul pesan error pengguna temukan
ok,5,Positive,1,ok,1,ok
kenapa foto ktp di pp saya ga muncul,2,Negative,8,foto ktp pp ga muncul,5,foto ktp pp ga muncul
aplikasi ini sangat membatu saya dalam masa yang sdang kita alami,5,Positive,11,aplikasi membatu sdang alami,4,aplikasi membatu sdang alami
"sekali konsul lancar. konsul berikutnya koneksi terputus dari pihak dokter, dana dikembalikan tapi kudu nunggu 3 hari dulu! itu juga dipotong admin 2rb,sebelumnya kena biaya admin 1500, oke fine. setelah itu besoknya saya konsul dibilang saya gag angkat telpon padahal jelas2 saya tidak ditelpon! lah wong saya dah nungguin dari 15 menit sebelum mulai. trus tau2 lngsung dibilang dokter gagal telpon. wtf. tau2 pula dipotong dah tuh duid pendaftaran jd 75%. yaaa yang bener ajalah kalau cari duit.",1,Negative,92,konsul lancar konsul koneksi terputus dokter dana dikembalikan kudu nunggu   dipotong admin rb kena biaya admin  oke fine besoknya konsul dibilang gag angkat telpon jelas ditelpon  dah nungguin  menit trus tau lngsung dibilang dokter gagal telpon wtf tau dipotong dah tuh duid pendaftaran jd   yaaa bener ajalah cari duit,49,konsul lancar konsul koneksi terputu dokter dana dikembalikan kudu nunggu dipotong admin rb kena biaya admin oke fine besoknya konsul dibilang gag angkat telpon jela ditelpon dah nungguin menit tru tau lngsung dibilang dokter gagal telpon wtf tau dipotong dah tuh duid pendaftaran jd yaaa bener ajalah cari duit
aplikasi yes dok sangat membantu saya untuk berkonsultasi tanpa harus keluar rumah,5,Positive,12,aplikasi yes dok membantu berkonsultasi rumah,6,aplikasi ye dok membantu berkonsultasi rumah
"mengecewakan,",1,Negative,2,mengecewakan,1,mengecewakan
"sangat bermanfaat sekali,apalgi di masa pandemi seperti ini tidak perlu keluar untuk berobat",4,Positive,15,bermanfaat apalgi pandemi berobat,4,bermanfaat apalgi pandemi berobat
"alhamdulillah terbantu sekali dengan aplikasi ini, udah 2 tahun dapet terus free konsultasi apresiasi karena ultah dari yesdok. seneng banget, di saat genting butuh buat konsultasi ke dokter tanpa harus keluar di saat seperti ini, yesdok terbaik. semoga semakin sukses dan semoga lebih baik ke depannya. terima kasih yesdok.",5,Positive,56,alhamdulillah terbantu aplikasi udah  dapet free konsultasi apresiasi ultah yesdok seneng genting butuh konsultasi dokter yesdok terbaik semoga sukses semoga depannya terima kasih yesdok,24,alhamdulillah terbantu aplikasi udah dapet free konsultasi apresiasi ultah yesdok seneng gent butuh konsultasi dokter yesdok terbaik semoga suks semoga depannya terima kasih yesdok
"nyesel download yes dok. registnya rumit harus ada ktp, pas di scan ga ke detect.",1,Negative,18,nyesel download yes dok registnya rumit ktp pas scan ga detect,11,nyesel download ye dok registnya rumit ktp pa scan ga detect
"proses log in mudah, bisa konsultasi dengan ahlinya langsung, namun sayang konsultasi ini berbayar, dan aplikasi ini harus sesering mungkin di update agar mendapatkan hasil yang maksimal dan demi keyamanan pelanggan yesdok memang tidak bisa dan tidak akan pernah bisa menggantikan jasa dokter konvensional. namun dengan tarifnya yang sangat terjangkau, yesdok menjadi pilihan terjangkau untuk mendapatkan rekomendasi obat dan informasi umum seputar kesehatan.",4,Positive,69,proses log in mudah konsultasi ahlinya langsung sayang konsultasi berbayar aplikasi sesering update hasil maksimal keyamanan pelanggan yesdok menggantikan jasa dokter konvensional tarifnya terjangkau yesdok pilihan terjangkau rekomendasi obat informasi seputar kesehatan,32,prose log in mudah konsultasi ahlinya langsung sayang konsultasi berbayar aplikasi seser updat hasil maksim keyamanan pelanggan yesdok menggantikan jasa dokter konvension tarifnya terjangkau yesdok pilihan terjangkau rekomendasi obat informasi seputar kesehatan
