content;score;sentiment_rating;wordCount;tweet_without_stopwords;wordCount_after_stopwords
kenal aplikasi dari webinar kantor, dengan mengangkat tema imun tubuh. pola makan 4 sehat 5 sempurna. mau nyoba ini aplikasi dulu. semoga bagus sih.;5;Positive;24;kenal aplikasi dari webinar kantor, dengan mengangkat tema imun tubuh. pola makan 4 sehat 5 sempurna. mau nyoba ini aplikasi dulu. semoga bagus sih.;24
sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok❤;5;Positive;17;sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok❤;17
kenapa harus pake pin segala kan susah;2;Negative;7;kenapa harus pake pin segala kan susah;7
leor;3;Neutral;1;leor;1
sangat memuaskan;5;Positive;2;sangat memuaskan;2
pengisian tanggal lahir kenapa cuma sampai tahun 2015? saya daftarkan asuranis anak jadi ga bisa;1;Negative;15;pengisian tanggal lahir kenapa cuma sampai tahun 2015? saya daftarkan asuranis anak jadi ga bisa;15
keren banget aplikasinya. aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika wfh, suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah, sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya.;5;Positive;72;keren banget aplikasinya. aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika wfh, suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah, sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya.;72
sudah download dan mencoba konsultasi tp jaringan menyambungkan terus, padahal disini sinyal full, sudah menulis pesan tp nggk di respon sama dokternya, auto uninstall deh;1;Negative;25;sudah download dan mencoba konsultasi tp jaringan menyambungkan terus, padahal disini sinyal full, sudah menulis pesan tp nggk di respon sama dokternya, auto uninstall deh;25
menjadi mitra dokter umum konsultasi apakah bisa? syaratnya? tks;5;Positive;9;menjadi mitra dokter umum konsultasi apakah bisa? syaratnya? tks;9
kok aplikasinya muter2 mulu sih di hp saya 🥺🙄🙄🙄;1;Negative;9;kok aplikasinya muter2 mulu sih di hp saya 🥺🙄🙄🙄;9
keren;5;Positive;1;keren;1
responya cepat.. dokternya juga sangat ramah, penyampaiannya juga sangat jelas.. sangat membantu sekali. trimakasih banyak dok;5;Positive;16;responya cepat.. dokternya juga sangat ramah, penyampaiannya juga sangat jelas.. sangat membantu sekali. trimakasih banyak dok;16
udah download, cr menu belanja obat, ga ada pdhl di keterangan nya ada. auto uninstall;3;Neutral;15;udah download, cr menu belanja obat, ga ada pdhl di keterangan nya ada. auto uninstall;15
bagus banget dokternya juga ramah;5;Positive;5;bagus banget dokternya juga ramah;5
tidak bisa mendownload resep, aplikasinya loading muter2 aja;1;Negative;8;tidak bisa mendownload resep, aplikasinya loading muter2 aja;8
bagus;5;Positive;1;bagus;1
cukup puas dengan pelayanan dokter nya.dan rama juga dokter soni hartono nya;5;Positive;12;cukup puas dengan pelayanan dokter nya.dan rama juga dokter soni hartono nya;12
aplikasinya sangat bagus, dan bermanfaat buat saya. cara pakainya mudah dan gak ribet. kalian wajib download 😍;5;Positive;17;aplikasinya sangat bagus, dan bermanfaat buat saya. cara pakainya mudah dan gak ribet. kalian wajib download 😍;17
paling mudah dan bener2 free untuk pertama x nya;5;Positive;9;paling mudah dan bener2 free untuk pertama x nya;9
kesan pertama yang saya nilai, aplikasinya bagus, dokter yang memberikan saran pun sangat baik dan banyak memberi masukan yang positif, terima kasih yesdok;5;Positive;23;kesan pertama yang saya nilai, aplikasinya bagus, dokter yang memberikan saran pun sangat baik dan banyak memberi masukan yang positif, terima kasih yesdok;23
"sangat bermanfaat sekali...terimakasih yes dok....selalu dapat konsultasi geratis...terus dokter""nya sangat ramah ..🤗";5;Positive;12;"sangat bermanfaat sekali...terimakasih yes dok....selalu dapat konsultasi geratis...terus dokter""nya sangat ramah ..🤗";12
konsultasi dengan dokter oke, tapi saat akan melakukan pemesanan obat di k24 area tidak tercover , padhal saya diarea sidoarjo dan surabaya.. sekarang tau2 transaksi sudah selesai.. kecewa !;1;Negative;29;konsultasi dengan dokter oke, tapi saat akan melakukan pemesanan obat di k24 area tidak tercover , padhal saya diarea sidoarjo dan surabaya.. sekarang tau2 transaksi sudah selesai.. kecewa !;29
sangat bermanfaat aplikasinya;5;Positive;3;sangat bermanfaat aplikasinya;3
ok good;3;Neutral;2;ok good;2
terimakasih ya..😀😀;4;Positive;2;terimakasih ya..😀😀;2
ga jls mau ke dokter mata uda nungguin tiba2 di cancel dokter tidak bisa menghubungi telek bener2 uang dipotong 10 rb malah uda 2 x jdi 20 rb aplikasi saya pantengin biar ga meleset waktunya;1;Negative;35;ga jls mau ke dokter mata uda nungguin tiba2 di cancel dokter tidak bisa menghubungi telek bener2 uang dipotong 10 rb malah uda 2 x jdi 20 rb aplikasi saya pantengin biar ga meleset waktunya;35
terimakasih yesdok;5;Positive;2;terimakasih yesdok;2
aplikasi mau di buka suruh perbarui terus...gk guna;1;Negative;8;aplikasi mau di buka suruh perbarui terus...gk guna;8
great app;5;Positive;2;great app;2
bermanfaat sekali;5;Positive;2;bermanfaat sekali;2
sangat memuaskan;5;Positive;2;sangat memuaskan;2
terbaik;5;Positive;1;terbaik;1
awalnya minta bayar 35rb. begitu di tambahkan kartu kredit malah naik jadi 70rb. gila. pemerasan kelas kakap.;1;Negative;17;awalnya minta bayar 35rb. begitu di tambahkan kartu kredit malah naik jadi 70rb. gila. pemerasan kelas kakap.;17
halo doktet nama saya i nyoman sunada;1;Negative;7;halo doktet nama saya i nyoman sunada;7
baru mencobanya, saya harap ini bisa membantu dengan mudah 🙏👍🏽;3;Neutral;10;baru mencobanya, saya harap ini bisa membantu dengan mudah 🙏👍🏽;10
bagaimana kaiau mengikuti yes dok saya belum faham mohon d iberi tau;4;Positive;12;bagaimana kaiau mengikuti yes dok saya belum faham mohon d iberi tau;12
sayangnya gak ada dokter spesialis saraf.;2;Negative;6;sayangnya gak ada dokter spesialis saraf.;6
aplikasi ini sangat membantu sekali pas lg isoman . namun sayang sekali rekanan apotiknya k-24 sangat² buruk pengiriman obat lama , sekalinya dikirim obatnya ga sesuai pesanan . pesan 2 botol dikirim 1 botol . udh komplain dan chat k-24 tidak ada balasan . sampai saat ini dana pun belum dikembalikan. saran saya agar yesdok bekerja sama dengan banyak apotik biar ketersediaan dan pelayanan cepat . jadi customer lebih cepat dapat obatnya . terimakasih 🙏;5;Positive;75;aplikasi ini sangat membantu sekali pas lg isoman . namun sayang sekali rekanan apotiknya k-24 sangat² buruk pengiriman obat lama , sekalinya dikirim obatnya ga sesuai pesanan . pesan 2 botol dikirim 1 botol . udh komplain dan chat k-24 tidak ada balasan . sampai saat ini dana pun belum dikembalikan. saran saya agar yesdok bekerja sama dengan banyak apotik biar ketersediaan dan pelayanan cepat . jadi customer lebih cepat dapat obatnya . terimakasih 🙏;75
sangat membantu;5;Positive;2;sangat membantu;2
asslamualikun, apakah di yes dokter bisa membuat surat keterangan kesehatan dari dr spesialis kejiwaan?;5;Positive;14;asslamualikun, apakah di yes dokter bisa membuat surat keterangan kesehatan dari dr spesialis kejiwaan?;14
perlu pengembangan lagi broh, saya tinggal di bekasi, di bekasi banyak banget apotek k24, tapi ko pengiriman obatnya dari apotek k24 semarang, ada ada aja;1;Negative;25;perlu pengembangan lagi broh, saya tinggal di bekasi, di bekasi banyak banget apotek k24, tapi ko pengiriman obatnya dari apotek k24 semarang, ada ada aja;25
gila lama banget beli obat di sini tebus resep katanya 3 smpe 7 hari dr tgl 6 smpai skrg blm dikrim jg obt ny,bisa mati orang kalau udah butuh obat bgd😠;1;Negative;31;gila lama banget beli obat di sini tebus resep katanya 3 smpe 7 hari dr tgl 6 smpai skrg blm dikrim jg obt ny,bisa mati orang kalau udah butuh obat bgd😠;31
suka dengan yesdok ini bagus gampai pakainya;5;Positive;7;suka dengan yesdok ini bagus gampai pakainya;7
1x coba untuk yang isoman, alhamdulillah terbantu.;5;Positive;7;1x coba untuk yang isoman, alhamdulillah terbantu.;7
"terimakasih dokter yes dok alhamdulillah setelah saya konsultasi akibat naafas saya yang enggap""an dan saya di suruh cek ke rsud naafas saya kembali normal, terimakasih atas sarannya dok semoga dokter sehat selalu panjang umur...";5;Positive;34;"terimakasih dokter yes dok alhamdulillah setelah saya konsultasi akibat naafas saya yang enggap""an dan saya di suruh cek ke rsud naafas saya kembali normal, terimakasih atas sarannya dok semoga dokter sehat selalu panjang umur...";34
aplikasi yang sangat membantu;5;Positive;4;aplikasi yang sangat membantu;4
min tolong dong jangan 7 menit doang tambahin waktunya soalnya sangat tidal cukup jadi 15-30mnt kek;3;Neutral;16;min tolong dong jangan 7 menit doang tambahin waktunya soalnya sangat tidal cukup jadi 15-30mnt kek;16
sangat bermanfaat dan murah meriah;5;Positive;5;sangat bermanfaat dan murah meriah;5
kenapa daftar asuransi great eastern disini selalu gagal ya ? selalu muncul pesan error 'pengguna tidak di temukan';3;Neutral;18;kenapa daftar asuransi great eastern disini selalu gagal ya ? selalu muncul pesan error 'pengguna tidak di temukan';18
ok;5;Positive;1;ok;1
kenapa foto ktp di pp saya ga muncul😭;2;Negative;8;kenapa foto ktp di pp saya ga muncul😭;8
aplikasi ini sangat membatu saya dalam masa yang sdang kita alami;5;Positive;11;aplikasi ini sangat membatu saya dalam masa yang sdang kita alami;11
sekali konsul lancar. konsul berikutnya koneksi terputus dari pihak dokter, dana dikembalikan tapi kudu nunggu 3 hari dulu! itu juga dipotong admin 2rb,sebelumnya kena biaya admin 1500, oke fine. setelah itu besoknya saya konsul dibilang saya gag angkat telpon padahal jelas2 saya tidak ditelpon! lah wong saya dah nungguin dari 15 menit sebelum mulai. trus tau2 lngsung dibilang dokter gagal telpon. wtf. tau2 pula dipotong dah tuh duid pendaftaran jd 75%. yaaa yang bener ajalah kalau cari duit.;1;Negative;78;sekali konsul lancar. konsul berikutnya koneksi terputus dari pihak dokter, dana dikembalikan tapi kudu nunggu 3 hari dulu! itu juga dipotong admin 2rb,sebelumnya kena biaya admin 1500, oke fine. setelah itu besoknya saya konsul dibilang saya gag angkat telpon padahal jelas2 saya tidak ditelpon! lah wong saya dah nungguin dari 15 menit sebelum mulai. trus tau2 lngsung dibilang dokter gagal telpon. wtf. tau2 pula dipotong dah tuh duid pendaftaran jd 75%. yaaa yang bener ajalah kalau cari duit.;78
aplikasi yes dok sangat membantu saya untuk berkonsultasi tanpa harus keluar rumah;5;Positive;12;aplikasi yes dok sangat membantu saya untuk berkonsultasi tanpa harus keluar rumah;12
mengecewakan,;1;Negative;1;mengecewakan,;1
sangat bermanfaat sekali,apalgi di masa pandemi seperti ini tidak perlu keluar untuk berobat;4;Positive;13;sangat bermanfaat sekali,apalgi di masa pandemi seperti ini tidak perlu keluar untuk berobat;13
alhamdulillah terbantu sekali dengan aplikasi ini, udah 2 tahun dapet terus free konsultasi apresiasi karena ultah dari yesdok. seneng banget, di saat genting butuh buat konsultasi ke dokter tanpa harus keluar di saat seperti ini, yesdok terbaik. semoga semakin sukses dan semoga lebih baik ke depannya. terima kasih yesdok.;5;Positive;49;alhamdulillah terbantu sekali dengan aplikasi ini, udah 2 tahun dapet terus free konsultasi apresiasi karena ultah dari yesdok. seneng banget, di saat genting butuh buat konsultasi ke dokter tanpa harus keluar di saat seperti ini, yesdok terbaik. semoga semakin sukses dan semoga lebih baik ke depannya. terima kasih yesdok.;49
nyesel download yes dok. registnya rumit harus ada ktp, pas di scan ga ke detect.;1;Negative;15;nyesel download yes dok. registnya rumit harus ada ktp, pas di scan ga ke detect.;15
proses log in mudah, bisa konsultasi dengan ahlinya langsung, namun sayang konsultasi ini berbayar, dan aplikasi ini harus sesering mungkin di update agar mendapatkan hasil yang maksimal dan demi keyamanan pelanggan yesdok memang tidak bisa dan tidak akan pernah bisa menggantikan jasa dokter konvensional. namun dengan tarifnya yang sangat terjangkau, yesdok menjadi pilihan terjangkau untuk mendapatkan rekomendasi obat dan informasi umum seputar kesehatan.;4;Positive;63;proses log in mudah, bisa konsultasi dengan ahlinya langsung, namun sayang konsultasi ini berbayar, dan aplikasi ini harus sesering mungkin di update agar mendapatkan hasil yang maksimal dan demi keyamanan pelanggan yesdok memang tidak bisa dan tidak akan pernah bisa menggantikan jasa dokter konvensional. namun dengan tarifnya yang sangat terjangkau, yesdok menjadi pilihan terjangkau untuk mendapatkan rekomendasi obat dan informasi umum seputar kesehatan.;63
aplikasi yes dok menurut saya sangat mempermudah pengguna untuk konsultasi dengan dokter tanpa harus keluar rumah dan harganya pun sangat terjangkau, tapi tidak enaknya aplikasi yes dok menurut saya saat login yes dok sedikit mempersulit karena login nya sedikit rumit;4;Positive;40;aplikasi yes dok menurut saya sangat mempermudah pengguna untuk konsultasi dengan dokter tanpa harus keluar rumah dan harganya pun sangat terjangkau, tapi tidak enaknya aplikasi yes dok menurut saya saat login yes dok sedikit mempersulit karena login nya sedikit rumit;40
yesdok login bisa dilakukan dengan mudah yaitu bis menggunakan email ataupun melalu facebook, namun aplikasi yesdok ini agak lemot dan untuk pertama kali buka aplikasi yesdok ini kita harus update lagii dan didalam aplikasi yesdok ini banyak fiturnya dan memungkinkan pengguna agak kebingungan menggunakan aplikasi tersebut tetapi didalamnya sudah lumayan lengkap;4;Positive;51;yesdok login bisa dilakukan dengan mudah yaitu bis menggunakan email ataupun melalu facebook, namun aplikasi yesdok ini agak lemot dan untuk pertama kali buka aplikasi yesdok ini kita harus update lagii dan didalam aplikasi yesdok ini banyak fiturnya dan memungkinkan pengguna agak kebingungan menggunakan aplikasi tersebut tetapi didalamnya sudah lumayan lengkap;51
aplikasi yang sangat membantu dan memudahkan untuk mengontrol kesehatan apalagi selama masa pandemi seperti sekarang ini, dimana orang-orang masih takut untuk keluar rumah. aplikasi ini berisi fitur yang cukup lengkap dan sangat informatif, dengan ketersediaan dokter umum dan spesialis berbagai macam penyakit. aplikasi mudah diakses dan lancar.;5;Positive;47;aplikasi yang sangat membantu dan memudahkan untuk mengontrol kesehatan apalagi selama masa pandemi seperti sekarang ini, dimana orang-orang masih takut untuk keluar rumah. aplikasi ini berisi fitur yang cukup lengkap dan sangat informatif, dengan ketersediaan dokter umum dan spesialis berbagai macam penyakit. aplikasi mudah diakses dan lancar.;47
aplikasi yes dok menang sangat mempermudah untuk berkonsultasi dengan dokter tanpa harus keluar rumah. dengan tarifnya yang terjangkau, yesdok menjadi pilihan untuk berkonsultasi, tetapi menurut saya untuk login masuk daftar aplikasi yesdok sedikit lebih rumit.;3;Neutral;35;aplikasi yes dok menang sangat mempermudah untuk berkonsultasi dengan dokter tanpa harus keluar rumah. dengan tarifnya yang terjangkau, yesdok menjadi pilihan untuk berkonsultasi, tetapi menurut saya untuk login masuk daftar aplikasi yesdok sedikit lebih rumit.;35
lemot dan berbyr lumyn;1;Negative;4;lemot dan berbyr lumyn;4
keren saya bisa tau penyakit saya dengan cepat;5;Positive;8;keren saya bisa tau penyakit saya dengan cepat;8
aplikasi ini sangat bermanfaat di era pandemik seperti ini, kita bisa konsultasi sama dokter tanpa perlu bertemu dan juga dokter-dokter ramah semua.;5;Positive;22;aplikasi ini sangat bermanfaat di era pandemik seperti ini, kita bisa konsultasi sama dokter tanpa perlu bertemu dan juga dokter-dokter ramah semua.;22
bagus skali sangat membantu.;5;Positive;4;bagus skali sangat membantu.;4
applikasi yang sangat bermanfaat 😇;5;Positive;5;applikasi yang sangat bermanfaat 😇;5
sangat bermanfaat dan bagus banget bisa vidio call juga sama dokternya ada nasihat dan rekomendasi obat dari dokter juga , terima kasih.;5;Positive;22;sangat bermanfaat dan bagus banget bisa vidio call juga sama dokternya ada nasihat dan rekomendasi obat dari dokter juga , terima kasih.;22
